期号,红1,红2,红3,红4,红5,红6,蓝,六爻1,六爻2,六爻3,六爻4,六爻5,六爻6
5933,25,10,2,30,18,9,4,1,0,1,1,1,0
5934,30,10,2,23,3,32,15,0,0,1,0,0,1
5935,6,27,14,4,5,28,16,1,1,0,1,0,1
5936,2,21,16,32,18,26,4,0,1,0,0,1,1
5937,6,14,13,2,3,11,13,1,0,0,1,1,1
5938,4,24,30,18,6,7,1,0,0,0,0,0,0
5939,8,15,14,33,19,21,8,1,1,1,0,0,0
5940,11,29,31,17,12,7,9,0,1,1,1,0,0
5941,2,25,3,6,17,29,4,1,0,1,0,1,0
5942,24,15,27,9,32,1,7,0,0,1,1,1,0
5943,16,22,3,25,14,4,9,1,1,0,0,0,1
5944,28,22,26,11,1,9,1,0,1,0,1,0,1
5945,1,19,4,28,15,12,13,1,0,0,0,1,1
5946,33,24,7,3,18,10,5,0,0,0,1,1,1
5947,7,26,10,16,20,17,3,1,1,1,1,1,1
5948,19,20,18,12,28,11,8,0,1,1,0,0,0
5949,30,12,18,2,24,14,10,1,0,1,1,0,0
5950,3,29,19,28,4,6,10,0,0,1,0,1,0
5951,33,14,12,4,16,6,14,1,1,0,1,1,0
5952,29,18,28,3,4,10,3,0,1,0,0,0,1
5953,5,29,22,33,16,15,7,1,0,0,1,0,1
5954,13,6,3,22,29,24,11,0,0,0,0,1,1
5955,11,25,30,1,21,2,1,1,1,1,0,1,1
5956,16,2,17,24,3,33,14,0,1,1,1,1,1
5957,21,9,3,2,32,11,7,1,0,1,0,0,0
5958,19,30,31,1,4,17,15,0,0,1,1,0,0
5959,19,28,4,16,18,23,14,1,1,0,0,1,0
5960,7,31,6,8,15,32,11,0,1,0,1,1,0
5961,20,31,25,13,1,14,3,1,0,0,0,0,1
5962,13,11,25,12,29,3,3,0,0,0,1,0,1
5963,17,4,28,15,33,23,12,1,1,1,1,0,1
5964,9,10,31,7,30,12,13,0,1,1,0,1,1
5965,25,11,1,9,15,32,13,1,0,1,1,1,1
5966,32,23,19,8,18,31,5,0,0,1,0,0,0
5967,5,24,11,15,22,14,3,1,1,0,1,0,0
5968,9,23,12,2,6,33,4,0,1,0,0,1,0
5969,5,32,19,29,3,8,4,1,0,0,1,1,0
5970,33,21,10,16,29,25,12,0,0,0,0,0,1
5971,4,22,8,29,21,17,8,1,1,1,0,0,1
5972,21,22,5,20,24,26,5,0,1,1,1,0,1
5973,2,6,29,19,32,7,6,1,0,1,0,1,1
5974,30,19,23,31,10,17,13,0,0,1,1,1,1
5975,31,29,9,7,4,15,1,1,1,0,0,0,0
5976,26,9,14,24,3,28,12,0,1,0,1,0,0
5977,17,25,9,4,14,23,8,1,0,0,0,1,0
5978,2,13,20,14,30,31,10,0,0,0,1,1,0
5979,33,32,18,6,2,23,3,1,1,1,1,1,0
5980,27,25,1,9,23,13,16,0,1,1,0,0,1
5981,15,7,16,21,18,27,4,1,0,1,1,0,1
5982,7,14,6,10,5,18,15,0,0,1,0,1,1
5983,25,2,22,8,24,1,3,1,1,0,1,1,1
5984,24,19,23,21,27,17,5,0,1,0,0,0,0
5985,29,10,2,18,8,11,9,1,0,0,1,0,0
5986,14,13,17,3,6,16,2,0,0,0,0,1,0
5987,25,18,8,24,10,27,10,1,1,1,0,1,0
5988,26,1,17,29,23,22,8,0,1,1,1,1,0
5989,3,14,29,1,32,31,11,1,0,1,0,0,1
5990,28,10,2,12,4,9,6,0,0,1,1,0,1
5991,16,11,21,25,20,19,10,1,1,0,0,1,1
5992,19,28,8,1,21,27,7,0,1,0,1,1,1
5993,13,32,27,4,10,24,2,1,0,0,0,0,0
5994,14,9,21,3,16,13,2,0,0,0,1,0,0
5995,20,8,19,11,16,27,7,1,1,1,1,0,0
5996,9,12,22,25,21,33,12,0,1,1,0,1,0
5997,23,29,4,13,18,27,10,1,0,1,1,1,0
5998,31,26,30,21,20,18,15,0,0,1,0,0,1
5999,18,11,28,2,13,5,8,1,1,0,1,0,1
6000,4,6,29,32,26,30,14,0,1,0,0,1,1
6001,23,16,25,19,1,12,12,1,0,0,1,1,1
6002,10,24,18,17,23,33,16,0,0,0,0,0,0
6003,19,22,11,5,18,30,8,1,1,1,0,0,0
6004,26,24,4,32,3,16,3,0,1,1,1,0,0
6005,20,2,8,33,10,21,14,1,0,1,0,1,0
6006,11,14,24,31,30,28,5,0,0,1,1,1,0
6007,15,31,5,26,12,28,12,1,1,0,0,0,1
6008,20,29,15,8,21,28,7,0,1,0,1,0,1
6009,10,21,8,16,1,32,3,1,0,0,0,1,1
6010,21,27,24,8,16,13,3,0,0,0,1,1,1
6011,25,9,30,29,15,12,1,1,1,1,1,1,1
6012,23,32,2,24,14,31,7,0,1,1,0,0,0
6013,6,27,33,16,20,28,3,1,0,1,1,0,0
6014,1,14,28,33,18,10,14,0,0,1,0,1,0
6015,22,14,25,27,30,4,9,1,1,0,1,1,0
6016,15,27,17,26,23,20,12,0,1,0,0,0,1
6017,9,14,11,13,12,21,5,1,0,0,1,0,1
6018,1,7,22,10,14,19,10,0,0,0,0,1,1
6019,16,3,28,17,1,29,8,1,1,1,0,1,1
6020,8,20,11,17,13,25,16,0,1,1,1,1,1
6021,11,3,14,32,6,19,8,1,0,1,0,0,0
6022,25,14,33,24,2,31,12,0,0,1,1,0,0
6023,5,26,9,31,2,30,11,1,1,0,0,1,0
6024,2,30,11,25,20,1,13,0,1,0,1,1,0
6025,8,27,17,14,4,28,13,1,0,0,0,0,1
6026,3,7,6,10,16,25,13,0,0,0,1,0,1
6027,21,8,27,13,24,28,6,1,1,1,1,0,1
6028,20,22,18,17,15,9,15,0,1,1,0,1,1
6029,20,9,18,30,21,2,13,1,0,1,1,1,1
6030,30,18,12,7,4,11,11,0,0,1,0,0,0
6031,20,3,22,4,8,10,7,1,1,0,1,0,0
6032,2,29,19,33,25,30,15,0,1,0,0,1,0
6033,6,31,25,15,12,10,1,1,0,0,1,1,0
6034,13,25,23,1,14,7,9,0,0,0,0,0,1
6035,18,17,30,13,1,10,10,1,1,1,0,0,1
6036,8,1,10,32,15,4,13,0,1,1,1,0,1
6037,24,2,23,6,14,11,10,1,0,1,0,1,1
6038,1,15,18,17,24,21,14,0,0,1,1,1,1
6039,9,19,33,25,6,10,3,1,1,0,0,0,0
6040,16,13,24,4,18,5,12,0,1,0,1,0,0
6041,27,5,21,20,6,9,9,1,0,0,0,1,0
6042,3,24,16,18,31,25,14,0,0,0,1,1,0
6043,16,12,30,14,27,20,10,1,1,1,1,1,0
6044,4,32,22,8,21,12,7,0,1,1,0,0,1
6045,24,26,13,22,15,27,9,1,0,1,1,0,1
6046,32,6,31,33,29,11,3,0,0,1,0,1,1
6047,20,4,16,12,1,23,14,1,1,0,1,1,1
6048,25,23,12,1,32,33,2,0,1,0,0,0,0
6049,16,23,1,33,26,32,11,1,0,0,1,0,0
6050,29,13,31,30,4,5,14,0,0,0,0,1,0
6051,31,6,27,19,7,14,9,1,1,1,0,1,0
6052,17,6,9,15,30,13,3,0,1,1,1,1,0
6053,19,29,15,3,1,16,8,1,0,1,0,0,1
6054,7,32,12,15,24,13,12,0,0,1,1,0,1
6055,29,22,13,11,28,15,2,1,1,0,0,1,1
6056,18,33,2,31,28,13,10,0,1,0,1,1,1
6057,4,8,18,19,15,14,10,1,0,0,0,0,0
6058,10,15,12,26,20,27,4,0,0,0,1,0,0
6059,10,5,21,11,27,23,1,1,1,1,1,0,0
6060,5,9,29,26,12,22,14,0,1,1,0,1,0
6061,33,14,3,12,4,6,9,1,0,1,1,1,0
6062,9,30,23,1,26,25,4,0,0,1,0,0,1
6063,9,16,15,12,33,26,4,1,1,0,1,0,1
6064,9,30,20,14,28,15,1,0,1,0,0,1,1
6065,20,28,17,2,18,33,7,1,0,0,1,1,1
6066,31,22,10,13,18,1,3,0,0,0,0,0,0
6067,26,29,33,15,3,19,16,1,1,1,0,0,0
6068,20,9,15,13,11,3,9,0,1,1,1,0,0
6069,2,4,12,13,9,15,5,1,0,1,0,1,0
6070,31,16,3,23,9,10,4,0,0,1,1,1,0
6071,25,14,26,13,3,22,10,1,1,0,0,0,1
6072,21,3,32,30,5,16,13,0,1,0,1,0,1
6073,4,20,3,7,16,12,4,1,0,0,0,1,1
6074,16,13,1,24,23,8,15,0,0,0,1,1,1
6075,13,19,27,8,4,14,5,1,1,1,1,1,1
6076,29,4,17,19,30,6,13,0,1,1,0,0,0
6077,2,15,32,19,17,30,2,1,0,1,1,0,0
6078,17,28,12,16,14,15,16,0,0,1,0,1,0
6079,19,31,24,26,9,14,2,1,1,0,1,1,0
6080,20,11,17,5,27,26,1,0,1,0,0,0,1
6081,22,9,17,7,24,10,16,1,0,0,1,0,1
6082,13,33,24,4,30,12,4,0,0,0,0,1,1
6083,7,22,15,13,31,3,15,1,1,1,0,1,1
6084,8,2,25,24,1,28,1,0,1,1,1,1,1
6085,30,1,13,23,22,18,9,1,0,1,0,0,0
6086,18,7,25,32,22,26,14,0,0,1,1,0,0
6087,1,15,23,11,5,2,3,1,1,0,0,1,0
6088,25,6,28,17,12,26,16,0,1,0,1,1,0
6089,16,15,20,25,7,1,12,1,0,0,0,0,1
6090,33,9,7,15,29,12,8,0,0,0,1,0,1
6091,9,14,27,11,4,32,10,1,1,1,1,0,1
6092,33,32,9,17,27,24,10,0,1,1,0,1,1
6093,21,13,25,12,22,29,5,1,0,1,1,1,1
6094,10,9,32,30,16,29,2,0,0,1,0,0,0
6095,16,25,32,13,4,24,2,1,1,0,1,0,0
6096,6,18,21,4,24,12,3,0,1,0,0,1,0
6097,14,17,25,20,2,8,13,1,0,0,1,1,0
6098,27,30,2,23,3,12,13,0,0,0,0,0,1
6099,5,3,27,2,32,29,9,1,1,1,0,0,1
6100,7,9,30,14,32,29,7,0,1,1,1,0,1
6101,3,17,6,23,1,12,12,1,0,1,0,1,1
6102,6,20,3,11,2,15,15,0,0,1,1,1,1
6103,30,31,1,32,8,14,5,1,1,0,0,0,0
6104,28,2,6,20,11,17,13,0,1,0,1,0,0
6105,14,8,13,29,3,12,3,1,0,0,0,1,0
6106,13,1,28,8,32,3,14,0,0,0,1,1,0
6107,16,13,28,33,2,25,14,1,1,1,1,1,0
6108,4,2,33,8,17,16,9,0,1,1,0,0,1
6109,20,30,7,17,13,24,4,1,0,1,1,0,1
6110,11,17,19,20,24,15,12,0,0,1,0,1,1
6111,2,16,13,15,27,23,14,1,1,0,1,1,1
6112,3,9,22,12,2,17,5,0,1,0,0,0,0
6113,8,13,7,23,33,6,2,1,0,0,1,0,0
6114,18,23,6,24,10,29,1,0,0,0,0,1,0
6115,5,26,4,29,9,28,14,1,1,1,0,1,0
6116,27,18,9,1,19,15,5,0,1,1,1,1,0
6117,8,12,17,7,26,18,6,1,0,1,0,0,1
6118,11,20,8,19,27,22,8,0,0,1,1,0,1
6119,4,26,15,6,19,31,9,1,1,0,0,1,1
6120,4,16,19,2,13,11,10,0,1,0,1,1,1
6121,30,13,11,1,2,5,4,1,0,0,0,0,0
6122,30,18,11,6,27,4,15,0,0,0,1,0,0
6123,28,2,29,1,13,23,14,1,1,1,1,0,0
6124,5,29,28,15,24,32,16,0,1,1,0,1,0
6125,10,7,13,4,26,8,1,1,0,1,1,1,0
6126,33,3,17,6,31,19,11,0,0,1,0,0,1
6127,17,31,15,18,13,5,4,1,1,0,1,0,1
6128,21,7,29,15,8,18,14,0,1,0,0,1,1
6129,18,29,6,13,33,14,9,1,0,0,1,1,1
6130,1,19,29,24,23,33,14,0,0,0,0,0,0
6131,27,24,21,17,5,9,12,1,1,1,0,0,0
6132,32,10,17,16,25,6,16,0,1,1,1,0,0
6133,29,26,3,4,19,24,5,1,0,1,0,1,0
6134,3,30,7,27,25,18,7,0,0,1,1,1,0
6135,21,22,7,16,17,32,7,1,1,0,0,0,1
6136,13,5,24,22,33,26,4,0,1,0,1,0,1
6137,18,31,1,32,17,11,3,1,0,0,0,1,1
6138,5,3,21,26,33,17,2,0,0,0,1,1,1
6139,32,31,17,20,2,15,9,1,1,1,1,1,1
6140,9,19,28,5,6,20,2,0,1,1,0,0,0
6141,24,7,6,32,18,25,6,1,0,1,1,0,0
6142,20,25,17,4,32,14,4,0,0,1,0,1,0
6143,26,11,33,16,13,5,15,1,1,0,1,1,0
6144,9,3,12,6,1,24,12,0,1,0,0,0,1
6145,23,22,27,20,33,21,7,1,0,0,1,0,1
6146,3,19,22,24,26,31,14,0,0,0,0,1,1
6147,5,21,27,2,4,16,6,1,1,1,0,1,1
6148,13,21,10,1,14,7,11,0,1,1,1,1,1
6149,27,11,31,1,16,26,15,1,0,1,0,0,0
6150,33,19,26,6,4,24,4,0,0,1,1,0,0
6151,23,27,30,2,10,28,4,1,1,0,0,1,0
6152,2,7,25,33,23,30,7,0,1,0,1,1,0
6153,11,22,7,19,30,4,15,1,0,0,0,0,1
6154,15,21,8,18,10,23,16,0,0,0,1,0,1
6155,20,27,25,11,24,12,11,1,1,1,1,0,1
6156,27,20,17,28,12,22,16,0,1,1,0,1,1
6157,5,25,29,27,33,30,5,1,0,1,1,1,1
6158,33,22,17,10,30,16,3,0,0,1,0,0,0
6159,30,22,5,26,19,32,5,1,1,0,1,0,0
6160,22,20,27,30,33,21,12,0,1,0,0,1,0
6161,31,13,29,14,25,12,13,1,0,0,1,1,0
6162,2,4,11,32,12,30,4,0,0,0,0,0,1
6163,9,13,10,26,24,4,4,1,1,1,0,0,1
6164,14,25,12,20,28,27,11,0,1,1,1,0,1
6165,15,26,5,14,13,12,14,1,0,1,0,1,1
6166,30,25,32,8,21,26,10,0,0,1,1,1,1
6167,29,13,31,18,28,1,16,1,1,0,0,0,0
6168,3,14,4,24,2,32,16,0,1,0,1,0,0
6169,29,25,2,24,4,6,4,1,0,0,0,1,0
6170,31,15,19,17,25,20,1,0,0,0,1,1,0
6171,17,3,23,32,31,16,13,1,1,1,1,1,0
6172,33,13,3,29,32,15,9,0,1,1,0,0,1
6173,17,30,1,9,27,23,14,1,0,1,1,0,1
6174,9,30,29,26,18,13,6,0,0,1,0,1,1
6175,13,5,2,4,19,24,11,1,1,0,1,1,1
6176,16,20,26,5,30,18,3,0,1,0,0,0,0
6177,11,24,22,3,21,16,14,1,0,0,1,0,0
6178,21,25,26,7,29,6,3,0,0,0,0,1,0
6179,29,25,10,12,30,15,7,1,1,1,0,1,0
6180,24,21,31,18,29,9,7,0,1,1,1,1,0
6181,30,14,27,6,4,10,13,1,0,1,0,0,1
6182,12,2,24,13,25,5,8,0,0,1,1,0,1
6183,9,10,30,24,17,1,10,1,1,0,0,1,1
6184,29,30,16,33,21,31,5,0,1,0,1,1,1
6185,29,9,16,30,10,4,15,1,0,0,0,0,0
6186,9,16,29,23,28,2,2,0,0,0,1,0,0
6187,16,29,9,13,5,31,13,1,1,1,1,0,0
6188,11,23,14,4,7,5,14,0,1,1,0,1,0
6189,21,10,28,19,26,6,6,1,0,1,1,1,0
6190,23,26,30,13,31,5,1,0,0,1,0,0,1
6191,13,19,14,23,29,7,2,1,1,0,1,0,1
6192,4,30,2,8,19,27,13,0,1,0,0,1,1
6193,3,33,16,21,26,14,12,1,0,0,1,1,1
6194,32,10,19,13,21,4,14,0,0,0,0,0,0
6195,4,15,18,24,19,1,9,1,1,1,0,0,0
6196,16,9,12,27,19,2,5,0,1,1,1,0,0
6197,16,1,22,24,33,32,6,1,0,1,0,1,0
6198,21,24,19,14,23,5,6,0,0,1,1,1,0
6199,5,8,11,9,25,16,15,1,1,0,0,0,1
6200,2,8,24,13,29,27,1,0,1,0,1,0,1
6201,28,13,2,19,21,9,7,1,0,0,0,1,1
6202,25,31,33,4,1,26,13,0,0,0,1,1,1
6203,23,12,6,27,30,29,11,1,1,1,1,1,1
6204,30,12,28,11,2,1,16,0,1,1,0,0,0
6205,33,31,6,2,17,8,5,1,0,1,1,0,0
6206,5,31,7,28,20,1,10,0,0,1,0,1,0
6207,11,30,9,14,27,26,1,1,1,0,1,1,0
6208,18,27,8,24,21,11,14,0,1,0,0,0,1
6209,7,14,33,9,16,1,11,1,0,0,1,0,1
6210,10,28,15,5,14,19,7,0,0,0,0,1,1
6211,1,22,10,18,31,5,14,1,1,1,0,1,1
6212,5,30,4,10,27,21,4,0,1,1,1,1,1
6213,21,15,24,11,17,4,11,1,0,1,0,0,0
6214,29,12,14,13,8,2,9,0,0,1,1,0,0
6215,30,28,4,15,13,10,6,1,1,0,0,1,0
6216,32,9,18,2,14,29,7,0,1,0,1,1,0
6217,14,7,11,30,6,22,5,1,0,0,0,0,1
6218,2,14,31,15,13,12,9,0,0,0,1,0,1
6219,6,14,5,15,12,7,12,1,1,1,1,0,1
6220,6,15,12,14,19,2,11,0,1,1,0,1,1
6221,2,25,13,15,3,16,4,1,0,1,1,1,1
6222,10,30,28,1,4,29,7,0,0,1,0,0,0
6223,20,11,10,2,18,31,14,1,1,0,1,0,0
6224,23,7,9,5,11,2,13,0,1,0,0,1,0
6225,7,5,13,26,14,11,14,1,0,0,1,1,0
6226,23,29,7,18,15,32,7,0,0,0,0,0,1
6227,25,2,10,5,24,32,4,1,1,1,0,0,1
6228,7,12,15,8,14,28,11,0,1,1,1,0,1
6229,5,18,33,22,25,13,4,1,0,1,0,1,1
6230,6,19,30,27,13,8,9,0,0,1,1,1,1
6231,19,17,5,29,22,12,6,1,1,0,0,0,0
6232,25,26,1,15,33,17,1,0,1,0,1,0,0
6233,8,11,30,6,5,25,16,1,0,0,0,1,0
6234,9,31,6,18,21,29,10,0,0,0,1,1,0
6235,16,14,5,2,9,6,13,1,1,1,1,1,0
6236,27,11,7,22,23,26,2,0,1,1,0,0,1
6237,18,28,9,3,33,23,16,1,0,1,1,0,1
6238,23,7,5,3,18,30,7,0,0,1,0,1,1
6239,5,15,14,28,24,32,2,1,1,0,1,1,1
6240,4,3,32,6,2,29,6,0,1,0,0,0,0
6241,31,28,33,23,27,24,15,1,0,0,1,0,0
6242,24,2,19,1,26,31,3,0,0,0,0,1,0
6243,16,33,18,17,5,10,10,1,1,1,0,1,0
6244,11,24,18,21,22,12,8,0,1,1,1,1,0
6245,9,17,12,6,20,33,15,1,0,1,0,0,1
6246,29,14,17,2,15,8,7,0,0,1,1,0,1
6247,24,5,19,29,16,22,3,1,1,0,0,1,1
6248,4,3,22,6,15,18,9,0,1,0,1,1,1
6249,12,19,15,21,13,18,4,1,0,0,0,0,0
6250,13,15,4,5,12,23,14,0,0,0,1,0,0
6251,9,19,8,32,11,18,9,1,1,1,1,0,0
6252,30,33,22,14,29,24,9,0,1,1,0,1,0
6253,28,1,6,22,13,21,13,1,0,1,1,1,0
6254,4,6,19,24,5,22,4,0,0,1,0,0,1
6255,11,22,33,5,2,3,11,1,1,0,1,0,1
6256,10,28,20,13,11,3,3,0,1,0,0,1,1
6257,28,31,19,7,15,6,5,1,0,0,1,1,1
6258,3,15,10,14,27,16,4,0,0,0,0,0,0
6259,30,9,26,28,20,3,15,1,1,1,0,0,0
6260,19,11,7,26,10,18,9,0,1,1,1,0,0
6261,4,14,26,1,21,22,16,1,0,1,0,1,0
6262,21,18,4,20,30,6,6,0,0,1,1,1,0
6263,7,17,24,14,2,15,11,1,1,0,0,0,1
6264,31,25,6,18,9,10,2,0,1,0,1,0,1
6265,24,11,29,12,5,26,8,1,0,0,0,1,1
6266,7,16,23,25,11,29,4,0,0,0,1,1,1
6267,20,13,24,12,16,7,11,1,1,1,1,1,1
6268,22,32,33,21,9,20,5,0,1,1,0,0,0
6269,18,14,5,30,2,12,10,1,0,1,1,0,0
6270,14,4,33,31,9,3,15,0,0,1,0,1,0
6271,32,18,25,4,24,12,5,1,1,0,1,1,0
6272,8,24,23,13,18,32,11,0,1,0,0,0,1
6273,17,32,31,30,14,9,3,1,0,0,1,0,1
6274,15,31,26,30,2,6,13,0,0,0,0,1,1
6275,4,5,3,22,26,31,14,1,1,1,0,1,1
6276,25,16,26,1,19,14,16,0,1,1,1,1,1
6277,18,17,27,11,7,13,2,1,0,1,0,0,0
6278,24,12,31,7,3,22,10,0,0,1,1,0,0
6279,19,16,10,4,21,11,6,1,1,0,0,1,0
6280,33,8,19,29,28,16,9,0,1,0,1,1,0
6281,30,3,22,33,8,25,2,1,0,0,0,0,1
6282,31,5,14,23,2,19,16,0,0,0,1,0,1
6283,12,14,6,26,9,29,12,1,1,1,1,0,1
6284,7,17,28,4,29,9,12,0,1,1,0,1,1
6285,24,20,31,28,6,18,6,1,0,1,1,1,1
6286,33,7,13,16,25,14,3,0,0,1,0,0,0
6287,16,31,5,27,32,28,15,1,1,0,1,0,0
6288,9,3,7,6,12,2,7,0,1,0,0,1,0
6289,23,10,8,29,12,21,8,1,0,0,1,1,0
6290,11,16,18,21,7,27,1,0,0,0,0,0,1
6291,19,15,30,25,23,27,12,1,1,1,0,0,1
6292,11,15,1,5,24,28,8,0,1,1,1,0,1
6293,9,22,12,13,30,23,11,1,0,1,0,1,1
6294,10,20,27,11,4,15,2,0,0,1,1,1,1
6295,1,8,21,12,25,22,10,1,1,0,0,0,0
6296,29,33,23,8,26,7,2,0,1,0,1,0,0
6297,4,22,7,8,28,14,4,1,0,0,0,1,0
6298,21,15,25,1,14,17,4,0,0,0,1,1,0
6299,25,5,20,18,3,22,11,1,1,1,1,1,0
6300,10,23,7,5,3,19,2,0,1,1,0,0,1
6301,33,11,17,5,1,25,7,1,0,1,1,0,1
6302,18,2,12,28,16,9,15,0,0,1,0,1,1
6303,24,14,23,18,30,22,3,1,1,0,1,1,1
6304,32,12,3,28,20,13,15,0,1,0,0,0,0
6305,10,32,16,31,21,25,13,1,0,0,1,0,0
6306,17,33,13,4,31,28,7,0,0,0,0,1,0
6307,28,7,10,26,25,17,1,1,1,1,0,1,0
6308,14,30,22,15,4,8,16,0,1,1,1,1,0
6309,6,27,33,2,7,11,14,1,0,1,0,0,1
6310,27,4,31,26,33,7,8,0,0,1,1,0,1
6311,23,26,29,25,15,8,4,1,1,0,0,1,1
6312,26,31,21,14,3,29,1,0,1,0,1,1,1
6313,10,17,19,12,1,4,16,1,0,0,0,0,0
6314,18,17,2,19,23,4,12,0,0,0,1,0,0
6315,20,30,25,6,21,3,4,1,1,1,1,0,0
6316,25,15,8,28,23,2,6,0,1,1,0,1,0
6317,30,17,1,21,14,29,1,1,0,1,1,1,0
6318,21,12,28,14,23,16,12,0,0,1,0,0,1
6319,24,21,31,16,19,25,9,1,1,0,1,0,1
6320,19,29,16,6,8,15,3,0,1,0,0,1,1
6321,29,20,21,6,2,23,3,1,0,0,1,1,1
6322,3,33,28,29,23,11,10,0,0,0,0,0,0
6323,30,31,14,9,5,18,3,1,1,1,0,0,0
6324,25,13,23,27,21,17,9,0,1,1,1,0,0
6325,21,16,23,13,31,12,12,1,0,1,0,1,0
6326,6,19,11,31,33,21,16,0,0,1,1,1,0
6327,9,28,32,2,25,30,8,1,1,0,0,0,1
6328,2,13,14,21,10,16,5,0,1,0,1,0,1
6329,27,13,25,28,29,32,2,1,0,0,0,1,1
6330,8,29,21,3,16,17,9,0,0,0,1,1,1
6331,2,12,1,30,33,21,5,1,1,1,1,1,1
6332,11,24,32,29,18,3,12,0,1,1,0,0,0
6333,5,4,6,21,27,20,15,1,0,1,1,0,0
6334,19,31,8,23,26,21,5,0,0,1,0,1,0
6335,25,2,22,12,24,26,1,1,1,0,1,1,0
6336,13,30,14,33,7,10,2,0,1,0,0,0,1
6337,4,27,29,31,32,7,2,1,0,0,1,0,1
6338,14,31,1,16,6,5,10,0,0,0,0,1,1
6339,14,3,22,31,6,10,7,1,1,1,0,1,1
6340,28,2,15,8,6,10,12,0,1,1,1,1,1
6341,27,5,32,19,17,3,1,1,0,1,0,0,0
6342,3,31,6,25,8,20,13,0,0,1,1,0,0
6343,7,19,24,30,22,6,14,1,1,0,0,1,0
6344,20,19,2,23,6,10,3,0,1,0,1,1,0
6345,16,28,25,22,26,15,8,1,0,0,0,0,1
6346,29,4,8,17,26,21,7,0,0,0,1,0,1
6347,25,1,24,4,33,20,12,1,1,1,1,0,1
6348,29,22,17,25,31,4,1,0,1,1,0,1,1
6349,5,15,13,30,12,7,14,1,0,1,1,1,1
6350,17,7,1,3,24,9,4,0,0,1,0,0,0
6351,14,13,25,33,12,26,5,1,1,0,1,0,0
6352,23,2,32,20,5,33,8,0,1,0,0,1,0
6353,33,29,26,18,32,11,6,1,0,0,1,1,0
6354,11,7,15,24,12,5,2,0,0,0,0,0,1
6355,26,6,21,18,3,29,12,1,1,1,0,0,1
6356,5,26,13,24,4,7,10,0,1,1,1,0,1
6357,1,30,23,8,17,25,7,1,0,1,0,1,1
6358,26,5,31,4,8,27,11,0,0,1,1,1,1
6359,7,1,13,33,16,31,14,1,1,0,0,0,0
6360,24,7,33,28,15,14,10,0,1,0,1,0,0
6361,12,29,3,9,17,21,16,1,0,0,0,1,0
6362,22,23,26,15,33,7,7,0,0,0,1,1,0
6363,31,21,24,33,25,6,5,1,1,1,1,1,0
6364,31,9,4,5,32,10,3,0,1,1,0,0,1
6365,9,7,6,28,17,23,7,1,0,1,1,0,1
6366,18,7,32,12,31,27,2,0,0,1,0,1,1
6367,3,31,27,19,20,16,2,1,1,0,1,1,1
6368,6,30,1,31,14,27,6,0,1,0,0,0,0
6369,16,30,11,10,13,24,12,1,0,0,1,0,0
6370,8,29,12,28,20,19,6,0,0,0,0,1,0
6371,9,16,29,7,22,21,10,1,1,1,0,1,0
6372,20,13,29,1,9,30,3,0,1,1,1,1,0
6373,18,32,15,24,30,20,8,1,0,1,0,0,1
6374,31,17,2,4,1,9,1,0,0,1,1,0,1
6375,8,31,19,20,28,25,15,1,1,0,0,1,1
6376,32,28,33,8,19,4,12,0,1,0,1,1,1
6377,10,25,23,5,4,11,16,1,0,0,0,0,0
6378,21,27,28,15,13,18,5,0,0,0,1,0,0
6379,10,15,33,25,12,32,3,1,1,1,1,0,0
6380,3,32,8,29,12,18,7,0,1,1,0,1,0
6381,18,32,9,21,28,15,6,1,0,1,1,1,0
6382,17,31,33,21,29,22,16,0,0,1,0,0,1
6383,15,2,18,28,22,20,12,1,1,0,1,0,1
6384,17,4,24,14,29,30,13,0,1,0,0,1,1
6385,18,5,33,31,1,29,4,1,0,0,1,1,1
6386,2,29,28,8,6,10,10,0,0,0,0,0,0
6387,31,22,13,27,18,4,13,1,1,1,0,0,0
6388,19,11,10,4,32,33,13,0,1,1,1,0,0
6389,32,22,5,28,1,15,7,1,0,1,0,1,0
6390,15,12,10,21,7,17,6,0,0,1,1,1,0
6391,9,12,19,25,30,17,13,1,1,0,0,0,1
6392,19,10,20,8,24,2,10,0,1,0,1,0,1
6393,13,12,25,1,24,4,15,1,0,0,0,1,1
6394,14,12,9,21,29,3,9,0,0,0,1,1,1
6395,9,14,15,21,31,27,2,1,1,1,1,1,1
6396,17,1,4,22,23,33,2,0,1,1,0,0,0
6397,6,11,4,26,27,15,9,1,0,1,1,0,0
6398,33,13,24,11,18,5,9,0,0,1,0,1,0
6399,23,33,32,26,14,21,5,1,1,0,1,1,0
6400,1,28,12,18,31,4,15,0,1,0,0,0,1
6401,23,16,28,3,29,11,1,1,0,0,1,0,1
6402,24,27,25,26,31,32,9,0,0,0,0,1,1
6403,6,31,8,23,16,17,7,1,1,1,0,1,1
6404,3,21,9,6,17,31,10,0,1,1,1,1,1
6405,12,23,33,19,28,11,8,1,0,1,0,0,0
6406,5,11,30,13,21,27,15,0,0,1,1,0,0
6407,6,1,10,2,16,32,7,1,1,0,0,1,0
6408,30,10,25,33,6,9,8,0,1,0,1,1,0
6409,17,8,10,14,16,2,4,1,0,0,0,0,1
6410,23,11,21,22,10,26,9,0,0,0,1,0,1
6411,25,21,20,15,24,29,11,1,1,1,1,0,1
6412,22,2,25,12,18,7,10,0,1,1,0,1,1
